,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
33,b'2022-06-26T18:09:15.883Z,2022-06-26T18:09:16.225Z,nu.web,page_view,article,6208222,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Eindhoven,NL,NB,North Brabant,Europe/Amsterdam,5611,https://www.nu.nl/,"""Tijdlijn gaswinning Groningen: Geheime stukken"," keiharde rapporten en veel zorgen | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/politiek/6208222/tijdlijn-gaswinning-groningen-geheime-stukken-keiharde-rapporten-en-veel-zorgen.html,web,internal,"""""",www.nu.nl,null,5b77ae1007535b2a7c91d9f4f3ab8dd5,"""""","""""",193d5c16079fc4f2a2c8f9d629c68cd2,21ab3e830e34e7424c0baaeb43701d0f\n',
34,b'2022-06-26T08:49:31.552Z,2022-06-26T08:49:31.178Z,nu.web,page_view,article,6208676,functional|analytics|personalisation,Izmir,TR,35,Izmir,Europe/Istanbul,35330,https://www.nu.nl/net-binnen,Prinses Alexia viert zeventiende verjaardag | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/koningshuis/6208676/prinses-alexia-viert-zeventiende-verjaardag.html,web,internal,"""""",www.nu.nl,null,null,"""""","""""",c604d9f30902c519f35b3d63825fa959,6f2b02c640b098cc88c8e406e156dcf4\n',,
35,b'2022-06-26T14:50:24.512Z,2022-06-26T14:50:23.475Z,nu.web,page_view,article,6208227,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Utrecht,NL,UT,Utrecht,Europe/Amsterdam,3555,https://lm.facebook.com/,Vlees vergeten uit de vriezer te halen? Met deze hacks ontdooi je het alsnog snel | Eten en drinken | NU.nl,www.nu.nl,/eten-en-drinken/6208227/vlees-vergeten-uit-de-vriezer-te-halen-met-deze-hacks-ontdooi-je-het-alsnog-snel.html,web,social,Facebook,lm.facebook.com,"""""",5a8e4e85d4859950e017e3a4d74414e6,"""""","""""",e4b64ea6809d802605e9b006a10bbdbf,bdbd6ed87f72767863a29d56940013a6\n',,
36,b'2022-06-26T08:19:53.568Z,2022-06-26T08:19:53.530Z,nu.web,page_view,article,6208678,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amsterdam,NL,NH,North Holland,Europe/Amsterdam,1015,https://www.nu.nl/,"""VK", VS," Japan en Canada kondigen importverbod aan op Russisch goud | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/economie/6208678/vk-vs-japan-en-canada-kondigen-importverbod-aan-op-russisch-goud.html,web,internal,"""""",www.nu.nl,null,a15e44b33ca6c4325a97ee2a19fa5d22,"""""","""""",7fad107852e0eedfdad0c1b0dc8d5691,fc666b254cd3cb3b72966ba1449e610a\n'
37,b'2022-06-26T09:13:48.056Z,2022-06-26T09:13:47.694Z,nu.web,page_view,article,6208684,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amsterdam,NL,NH,North Holland,Europe/Amsterdam,1025,http://m.facebook.com/,Zeker zeventien doden bij \'bizar incident\' in Zuid-Afrikaanse kroeg | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/buitenland/6208684/zeker-zeventien-doden-bij-bizar-incident-in-zuid-afrikaanse-kroeg.html,web,social,Facebook,m.facebook.com,null,e86db4b98c511740ce0361155552d81d,"""""","""""",a623c6a86b584a4cb6e0429d79ba2bb9,c7fd64f7bd72aa03f6963348ff66035b\n',,
38,b'2022-06-26T08:19:54.713Z,2022-06-26T08:19:54.690Z,nu.web,page_view,article,6208659,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Haarlem,NL,NH,North Holland,Europe/Amsterdam,2012,https://www.nu.nl/,Verenigde Staten roepen Rusland op om basketbalster Griner vrij te laten | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/sport-overig/6208659/verenigde-staten-roepen-rusland-op-om-basketbalster-griner-vrij-te-laten.html,web,internal,"""""",www.nu.nl,null,null,"""""","""""",fa028e3e786988bf3c94d53a1af3342e,697fccda9a9b13c3963c3827ee3e34d7\n',,
39,b'2022-06-26T11:26:19.415Z,2022-06-26T11:26:21.873Z,nu.web,page_view,article,6208665,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Asten,NL,NB,North Brabant,Europe/Amsterdam,5721,"""""","""Weerbericht: Veel regen"," in het westen blijft het droog | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/binnenland/6208665/weerbericht-veel-regen-in-het-westen-blijft-het-droog.html,web,"""""","""""","""""",null,a1475db0f5ebe58de28052e7d59bda50,"""""","""""",912a66b148102e4692359e0f0ff2521d,1e9790811b908a43b126275a55ba3873\n',
40,b'2022-06-26T18:09:13.265Z,2022-06-26T18:01:30.514Z,nu.web,page_view,article,6208481,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Eindhoven,NL,NB,North Brabant,Europe/Amsterdam,5644,https://www.google.com/,Dit zijn de beste midrange laptops | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/tech/6208481/dit-zijn-de-beste-midrange-laptops.html,web,search,Google,www.google.com,null,fc6dfb0903a5607b5545fc1e0262f29c,"""""","""""",531dc6dcc4b287968df87d9f9ae98a55,95b9e679deeb6ca3d6af9e2813ceacba\n',,
41,b'2022-06-26T11:44:46.838Z,2022-06-26T11:44:45.866Z,nu.web,page_view,article,6208704,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Zandvoort,NL,NH,North Holland,Europe/Amsterdam,2042,https://www.nu.nl/,Gemeenten houden rekening met nieuwe toestroom van Oekra\xc3\xafners uit gastgezinnen | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/spanningen-oekraine/6208704/gemeenten-houden-rekening-met-nieuwe-toestroom-van-oekrainers-uit-gastgezinnen.html,web,internal,"""""",www.nu.nl,null,9624c9d5ab3724b64dfc74dd096b6e34,"""""","""""",be22d0b778fd7b4ac3350424484e7431,2ced91413b8efc915f6681ae4c90cc14\n',,
42,b'2022-06-26T09:13:44.263Z,2022-06-26T09:13:43.875Z,nu.web,page_view,article,6208459,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Numansdorp,NL,ZH,South Holland,Europe/Amsterdam,3281,http://m.facebook.com/,"""Yvonne Coldeweijer eist rectificatie van BNR"," anders dient ze een klacht in | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/media/6208459/yvonne-coldeweijer-eist-rectificatie-van-bnr-anders-dient-ze-een-klacht-in.html,web,social,Facebook,m.facebook.com,null,null,"""""","""""",055d33680730a0990c8cdc44417221a5,bd4e276e3aae3d8441c2a60e69d1c201\n',
43,b'2022-06-26T20:56:34.974Z,2022-06-26T20:56:33.490Z,nu.web,page_view,article,6208349,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Heemskerk,NL,NH,North Holland,Europe/Amsterdam,1965,android-app://com.google.android.googlequicksearchbox/,Dit verandert er op 1 juli voor je portemonnee | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/geldzaken/6208349/dit-verandert-er-op-1-juli-voor-je-portemonnee.html,web,unknown,"""""",com.google.android.googlequicksearchbox,null,117557a314a552d5b243273116628dde,"""""","""""",35b2cbf874aa2cc4b44d3aae0c8128c7,d05838d1cfb7c76dd5ee17f6a30a6f97\n',,
44,b'2022-06-26T18:09:22.609Z,2022-06-26T18:09:24.294Z,nu.web,page_view,article,6139689,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Sint-Truiden,BE,VLI,Limburg Province,Europe/Brussels,3800,https://lm.facebook.com/,Waarom zonnen slecht voor je is | Gezondheid | NU.nl,www.nu.nl,/gezondheid/6139689/waarom-zonnen-slecht-voor-je-is.html,web,social,Facebook,lm.facebook.com,"""""",e04e3683995f2c0eaf9bf4978bd55de2,"""""","""""",299f16697c0bcd5867be972884adb65c,f51d3bf14b81a411f27491912599ef1c\n',,
45,b'2022-06-26T12:44:58.709Z,2022-06-26T12:44:56.650Z,nu.web,page_view,article,6208481,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Hilversum,NL,NH,North Holland,Europe/Amsterdam,1222,android-app://com.google.android.googlequicksearchbox/,Dit zijn de beste midrange laptops | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/tech/6208481/dit-zijn-de-beste-midrange-laptops.html,web,unknown,"""""",com.google.android.googlequicksearchbox,null,830b2ecfa2a73212f9669adfdc7a229b,"""""","""""",2f1298cb9febcb0988649018a0f9ca94,53e852c38b9a3ca9573dd760a85e6875\n',,
46,b'2022-06-26T14:50:17.133Z,2022-06-26T14:50:17.016Z,nu.web,page_view,article,6208707,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Hattem,NL,GE,Gelderland,Europe/Amsterdam,8051,https://www.nu.nl/,"""Bagnaia wint TT van Assen in MotoGP"," WK-leider Quartararo valt uit na crash | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/sport-overig/6208707/bagnaia-wint-tt-van-assen-in-motogp-wk-leider-quartararo-valt-uit-na-crash.html,web,internal,"""""",www.nu.nl,null,5b476b19627d9cb1d3d24208f91c723f,"""""","""""",db14d54a801cbb331e998c519390b3ef,1775b068f393fde105ce33d7d4495fb4\n',
47,b'2022-06-26T11:26:18.232Z,2022-06-26T11:26:18.130Z,nu.web,page_view,article,6208697,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,"""""",FR,"""""","""""",Europe/Paris,"""""",https://www.nu.nl/net-binnen,Swiatek onder de indruk van Williams: \'Was te verlegen om haar gedag te zeggen\' | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/tennis/6208697/swiatek-onder-de-indruk-van-williams-was-te-verlegen-om-haar-gedag-te-zeggen.html,web,internal,"""""",www.nu.nl,null,fa0e9519b2cc981e1de87d0a71a0883b,"""""","""""",17d97e5af05a276a6e2c05b90ba700cf,2783e578a662c43544951ffa8f500dd9\n',,
48,b'2022-06-26T11:44:41.991Z,2022-06-26T11:44:41.801Z,nu.web,page_view,article,6208703,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amersfoort,NL,UT,Utrecht,Europe/Amsterdam,3825,https://www.nu.nl/,U2-zanger Bono heeft een halfbroer waar hij tientallen jaren niet van wist | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/achterklap/6208703/u2-zanger-bono-heeft-een-halfbroer-waar-hij-tientallen-jaren-niet-van-wist.html,web,internal,"""""",www.nu.nl,null,139c79a147dcea0c46c2c1bcda5c8c8d,"""""","""""",6fb06446d668ed6df94af1b41c986c5e,269f5123d85255cb21fe581729f55145\n',,
49,b'2022-06-26T12:45:05.004Z,2022-06-26T12:45:04.808Z,nu.web,page_view,article,6208542,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Imsida,MT,34,L-Imsida,Europe/Malta,msd,https://www.nu.nl/,Zeker achttien doden na bestorming Spaanse enclave Melilla | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/buitenland/6208542/zeker-achttien-doden-na-bestorming-spaanse-enclave-melilla.html,web,internal,"""""",www.nu.nl,null,323acb412de6b31e8cbe391040722b0d,"""""","""""",024372c484b8b5701b9284cb71df50af,3095e562253f797617b682fcaad828bb\n',,
50,b'2022-06-26T11:44:44.612Z,2022-06-26T11:44:47.244Z,nu.web,page_view,article,6208559,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,IJhorst,NL,OV,Overijssel,Europe/Amsterdam,7955,android-app://com.google.android.googlequicksearchbox/,Politie signaleert honderden \'verdachte transacties\' rondom vakantieparken | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/economie/6208559/politie-signaleert-honderden-verdachte-transacties-rondom-vakantieparken.html,web,unknown,"""""",com.google.android.googlequicksearchbox,null,2319e36b38a889281d28d3a2ac1ca0c3,"""""","""""",330acfae313cdfee9ef9241e68357bf0,6af9a38697e7d55dc42088078d4dcfda\n',,
51,b'2022-06-26T08:19:54.062Z,2022-06-26T08:19:53.247Z,nu.web,page_view,article,6208516,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amsterdam,NL,NH,North Holland,Europe/Amsterdam,1015,https://news.google.com/,Advies van drie weken quarantaine na contact met apenpokkenpati\xc3\xabnt vervalt | Gezondheid | NU.nl,www.nu.nl,/gezondheid/6208516/advies-van-drie-weken-quarantaine-na-contact-met-apenpokkenpatient-vervalt.html,web,search,Google News,news.google.com,"""""",e076dcf3b5b5d6a42b8f7c2c717c9e38,"""""","""""",f3191552ee0f87ec68a6a4d88e45aeea,ec391e73a34b798f9f7230e8ef5be2a9\n',,
52,b'2022-06-26T11:26:13.017Z,2022-06-26T11:26:12.251Z,nu.web,page_view,article,6208690,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amsterdam,NL,NH,North Holland,Europe/Amsterdam,1055,android-app://com.google.android.googlequicksearchbox/,Maarten wil in aangepaste vorm door met Hier zijn de Van Rossems | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/entertainment/6208690/maarten-wil-in-aangepaste-vorm-door-met-hier-zijn-de-van-rossems.html,web,unknown,"""""",com.google.android.googlequicksearchbox,null,ef91e9768104f1ef77266a3d4e3a8f23,"""""","""""",e5a0ac41ab868264c5e0720ec0523da7,2db875317e4225e904770dc3eb70f4a0\n',,
53,b'2022-06-26T09:13:42.577Z,2022-06-26T09:13:40.819Z,nu.web,page_view,article,6208690,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Dordrecht,NL,ZH,South Holland,Europe/Amsterdam,3318,https://www.nu.nl/meest-gelezen,Maarten wil in aangepaste vorm door met Hier zijn de Van Rossems | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/entertainment/6208690/maarten-wil-in-aangepaste-vorm-door-met-hier-zijn-de-van-rossems.html,web,internal,"""""",www.nu.nl,null,471e2eb9753a94367a06c355d5fe682b,"""""","""""",7ba414f1c9b2d58a45ad00cd75ea8129,b9e244f8dcd3c71243190b53b2b2f179\n',,
54,b'2022-06-26T11:26:11.434Z,2022-06-26T11:26:14.955Z,nu.web,page_view,article,6208684,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amsterdam,NL,NH,North Holland,Europe/Amsterdam,1064,https://www.nu.nl/,Zeker zeventien doden bij \'bizar incident\' in Zuid-Afrikaanse kroeg | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/buitenland/6208684/zeker-zeventien-doden-bij-bizar-incident-in-zuid-afrikaanse-kroeg.html,web,internal,"""""",www.nu.nl,null,0df9e12507d4f479f8aad00654740947,"""""","""""",de410f38fb58142fb60ddf946023906f,4ba48c2559c2c28bd7b2fbbece6fb35a\n',,
55,b'2022-06-26T11:26:18.215Z,2022-06-26T11:26:18.334Z,nu.web,page_view,article,6207115,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amsterdam,NL,NH,North Holland,Europe/Amsterdam,1098,"""""",Fouten ontdekt in energienota\'s bij teruglevering zonnepanelen | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/wonen/6207115/fouten-ontdekt-in-energienotas-bij-teruglevering-zonnepanelen.html,web,"""""","""""","""""",null,17b1859e8956600ff63031e7f80e323c,"""""","""""",2d64f3c51b4c54c955f541d962b36873,b2e800546d6e26eee2168145f1caf582\n',,
56,b'2022-06-26T11:45:08.178Z,2022-06-26T11:45:07.402Z,nu.web,page_view,article,6208702,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Bergschenhoek,NL,ZH,South Holland,Europe/Amsterdam,2661,https://www.nu.nl/net-binnen,Bendsneyder sluit sterke Moto2-race in TT Assen af met vijfde plaats | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/sport-overig/6208702/bendsneyder-sluit-sterke-moto2-race-in-tt-assen-af-met-vijfde-plaats.html,web,internal,"""""",www.nu.nl,null,3f0623ade1ce3bb23e32905b9e7789c0,"""""","""""",2b8cf0e06bdbafce3f70d7da295c52a8,2dfe4af15ffdacd32d7de8eff7a63f27\n',,
57,b'2022-06-26T11:26:00.727Z,2022-06-26T11:25:55.237Z,nu.web,page_view,article,6207115,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Noordwijkerhout,NL,ZH,South Holland,Europe/Amsterdam,2211,https://lm.facebook.com/,Fouten ontdekt in energienota\'s bij teruglevering zonnepanelen | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/wonen/6207115/fouten-ontdekt-in-energienotas-bij-teruglevering-zonnepanelen.html,web,social,Facebook,lm.facebook.com,null,86a70a2218ef876bffd2212cc4d678e9,"""""","""""",b4c8e9b18c3547f0111fe55f83e33900,e880b74d8780e5320773612a41475a66\n',,
58,b'2022-06-26T14:48:47.108Z,2022-06-26T14:48:47.399Z,nu.web,page_view,article,6208554,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Hardenberg,NL,OV,Overijssel,Europe/Amsterdam,7773,https://l.facebook.com/,"""Man (18) doodgestoken in Vlaardingen"," verdachte gewond naar het ziekenhuis | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/binnenland/6208554/man-18-doodgestoken-in-vlaardingen-verdachte-gewond-naar-het-ziekenhuis.html,web,social,Facebook,l.facebook.com,null,e91da9d35308df1b559c9643e4ed326f,"""""","""""",86d7a1b7cabfecdc46ef1d8ee0df6fed,294d452f1ba22ccec83482df290d4c97\n',
59,b'2022-06-26T11:44:45.278Z,2022-06-26T11:44:44.989Z,nu.web,page_view,article,6208676,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Rotterdam,NL,ZH,South Holland,Europe/Amsterdam,3061,https://www.nu.nl/,Prinses Alexia viert zeventiende verjaardag | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/koningshuis/6208676/prinses-alexia-viert-zeventiende-verjaardag.html,web,internal,"""""",www.nu.nl,null,a0bb356a03a42868074f4e91f467c499,"""""","""""",4967da198ff32999056c1f8b1b973e68,62675052d0346241be105782e90d2a5c\n',,
60,b'2022-06-26T11:44:45.013Z,2022-06-26T11:44:44.620Z,nu.web,page_view,article,6208659,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Rotterdam,NL,ZH,South Holland,Europe/Amsterdam,3083,https://www.nu.nl/,Huis van Afgevaardigden roept Rusland op om basketbalster Griner vrij te laten | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/sport-overig/6208659/huis-van-afgevaardigden-roept-rusland-op-om-basketbalster-griner-vrij-te-laten.html,web,internal,"""""",www.nu.nl,null,ca1ea4be6f3a2d7d21d3c9b942876437,"""""","""""",a3774e21846fc1f43dc6236120e63f90,5385a9449d0fd3d6bd12e74250423ad7\n',,
61,b'2022-06-26T11:27:41.051Z,2022-06-26T11:27:40.915Z,nu.web,page_view,article,6208677,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Utrecht,NL,UT,Utrecht,Europe/Amsterdam,3526,https://www.nu.nl/,"""Kyiv onder vuur genomen met kruisraketten"," zeker vijf gewonden | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/spanningen-oekraine/6208677/kyiv-onder-vuur-genomen-met-kruisraketten-zeker-vijf-gewonden.html,web,internal,"""""",www.nu.nl,null,0deb92a784047b3f631b9e48184881d2,"""""","""""",a2764a4cbb5c61831f254d7b70f76ec7,b8e82c2eed1609b675551b2b70c1679a\n',
62,b'2022-06-26T11:44:45.443Z,2022-06-26T11:44:44.596Z,nu.web,page_view,article,6208675,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Winsum,NL,GR,Groningen,Europe/Amsterdam,9951,android-app://com.google.android.googlequicksearchbox/,Chinese gekuifde naakthond Happy Face uitgeroepen tot lelijkste hond ter wereld | Dieren | NU.nl,www.nu.nl,/dieren/6208675/chinese-gekuifde-naakthond-happy-face-uitgeroepen-tot-lelijkste-hond-ter-wereld.html,web,unknown,"""""",com.google.android.googlequicksearchbox,"""""",2f4f4464e751da6024356776f6385778,"""""","""""",dd07639b5bd6f9546b7d5f00240306c5,c9a4a2d3db00c566d5642be9ef12bb6a\n',,
63,b'2022-06-26T08:19:55.725Z,2022-06-26T08:19:54.711Z,nu.web,page_view,article,6208671,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Damwald,NL,FR,Friesland,Europe/Amsterdam,9104,"""""",Zeer zeldzame bevroren babymammoet ontdekt in Canada,www.nu.nl,/components/comments/article/6208671,web,"""""","""""","""""",null,8fc23a6c9548c2faeec44e98d91d9a39,"""""","""""",3aeb5f3b2e81a19b23e7d1ae02819dcb,296ee870c67cad259dbaaea6550c7d0d\n',,
64,b'2022-06-26T08:20:01.578Z,2022-06-26T08:20:01.464Z,nu.web,page_view,article,6207115,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Grou,NL,FR,Friesland,Europe/Amsterdam,9001,android-app://com.google.android.googlequicksearchbox/,Fouten ontdekt in energienota\'s bij teruglevering zonnepanelen | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/wonen/6207115/fouten-ontdekt-in-energienotas-bij-teruglevering-zonnepanelen.html,web,unknown,"""""",com.google.android.googlequicksearchbox,null,4b9942d9d12a05e7a3fc0af839379bcf,"""""","""""",f08eebd95aeea0901f17e56683a471d1,6ea6bdd41201b8f2a01bcd2e3d27f221\n',,
65,b'2022-06-26T12:45:01.855Z,2022-06-26T12:45:01.752Z,nu.web,page_view,article,6208350,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Delft,NL,ZH,South Holland,Europe/Amsterdam,2613,https://www.nu.nl/dieren/5948292/kleine-hond-met-dreadlocks-uitgeroepen-tot-lelijkste-hond-ter-wereld.html,Lame heeft zwijgend het grootste kanaal op TikTok | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/uit-andere-media/6208350/lame-heeft-zwijgend-het-grootste-kanaal-op-tiktok.html,web,internal,"""""",www.nu.nl,null,ce02d5389c2f1edd504eaa189cb3cb20,"""""","""""",427ad7afac61aa25da2bde839a0197ce,e2288ea0aa392a813c457e20f6bc4211\n',,
