,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
66,b'2022-06-26T08:49:43.882Z,2022-06-26T08:49:43.782Z,nu.web,page_view,article,6208675,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Haarlem,NL,NH,North Holland,Europe/Amsterdam,2021,https://www.nu.nl/,Chinese gekuifde naakthond Happy Face uitgeroepen tot lelijkste hond ter wereld | Dieren | NU.nl,www.nu.nl,/dieren/6208675/chinese-gekuifde-naakthond-happy-face-uitgeroepen-tot-lelijkste-hond-ter-wereld.html,web,internal,"""""",www.nu.nl,"""""",d9bac2d85613da33f6462ebbd6b801e9,"""""","""""",f3c0aefb53dddc481eaafdf6ceae4d6a,5f662046474dcd2a48691ced25d8b42d\n',,
67,b'2022-06-26T11:27:40.197Z,2022-06-26T11:27:40.114Z,nu.web,page_view,article,6208672,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Purmerend,NL,NH,North Holland,Europe/Amsterdam,1448,https://www.nu.nl/,Epstein-handlanger Ghislaine Maxwell onder zelfmoordtoezicht geplaatst in cel | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/buitenland/6208672/epstein-handlanger-ghislaine-maxwell-onder-zelfmoordtoezicht-geplaatst-in-cel.html,web,internal,"""""",www.nu.nl,null,null,"""""","""""",560b8fcf7da3d6db29453e4451e53cdc,c0e054f15c685846eb19399e22d18cd2\n',,
68,b'2022-06-26T12:17:21.606Z,2022-06-26T12:17:21.649Z,nu.web,page_view,article,6208672,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Willemstad,CW,"""""","""""",America/Curacao,"""""",https://www.nu.nl/,Epstein-handlanger Ghislaine Maxwell onder zelfmoordtoezicht geplaatst in cel | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/buitenland/6208672/epstein-handlanger-ghislaine-maxwell-onder-zelfmoordtoezicht-geplaatst-in-cel.html,web,internal,"""""",www.nu.nl,null,9e55c4a8b40289a66b9a27a008abaf67,"""""","""""",d6b7bcfc6c17f3838db445f71e15319b,7a407039648e9422971d5b33231b27ef\n',,
69,b'2022-06-26T20:56:35.897Z,2022-06-26T20:56:34.936Z,nu.web,page_view,article,6208751,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Mexico City,MX,CMX,Mexico City,America/Mexico_City,03020,https://www.nu.nl/,Tientallen arrestaties bij verboden Pride-optocht in Istanboel | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/buitenland/6208751/tientallen-arrestaties-bij-verboden-pride-optocht-in-istanboel.html,web,internal,"""""",www.nu.nl,null,db4a23ad1ac91c4745eab6c3ee2237c4,"""""","""""",231020244a2b52aafcf132662402009c,14d756e7c3b04904d2961be1b2386d27\n',,
70,b'2022-06-26T09:13:35.466Z,2022-06-26T09:13:34.225Z,nu.web,page_view,article,6208676,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amersfoort,NL,UT,Utrecht,Europe/Amsterdam,3825,https://www.google.nl/,Prinses Alexia viert zeventiende verjaardag | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/koningshuis/6208676/prinses-alexia-viert-zeventiende-verjaardag.html,web,search,Google,www.google.nl,null,null,"""""","""""",0dc4c8cf2c5a8281eb0d881be956acad,8840542de3561fccc0adbddaef52dd69\n',,
71,b'2022-06-26T20:56:46.839Z,2022-06-26T20:56:46.816Z,nu.web,page_view,article,6208676,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Harmelen,NL,UT,Utrecht,Europe/Amsterdam,3481,https://www.nu.nl/achterklap,Prinses Alexia viert zeventiende verjaardag | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/koningshuis/6208676/prinses-alexia-viert-zeventiende-verjaardag.html,web,internal,"""""",www.nu.nl,null,082a5de85bd09990cf9519ac97b88c23,"""""","""""",4769d7fd02327bde779be25f749992c2,19b618060ab893615a67ee564f49bc53\n',,
72,b'2022-06-26T14:48:49.860Z,2022-06-26T14:48:51.489Z,nu.web,page_view,article,6207115,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amsterdam,NL,NH,North Holland,Europe/Amsterdam,1058,https://lm.facebook.com/,Fouten ontdekt in energienota\'s bij teruglevering zonnepanelen | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/wonen/6207115/fouten-ontdekt-in-energienotas-bij-teruglevering-zonnepanelen.html,web,social,Facebook,lm.facebook.com,null,ad237d03810072566e2221feb06ca145,"""""","""""",bb5b2b3d158159c56157dad817732b43,0bb7b06f6fada6683f3195c50f6db188\n',,
73,b'2022-06-26T20:56:46.027Z,2022-06-26T20:56:45.942Z,nu.web,page_view,article,6208612,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amsterdam,NL,NH,North Holland,Europe/Amsterdam,1018,https://www.nu.nl/uit-andere-media/6208577/komkommer-als-sukkeltje-onder-de-groenten-welke-groenten-zijn-het-gezondst.html,Burgemeester van Kyiv wil met Berlijnse ambtgenoot spreken na deepfakegrap | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/tech/6208612/burgemeester-van-kyiv-wil-met-berlijnse-ambtgenoot-spreken-na-deepfakegrap.html,web,internal,"""""",www.nu.nl,null,ba6cadaf936ee24b40e7bef18d5e2955,"""""","""""",d0502191fd56ad62db1b1d13b7257788,c23e57fa7e50bee32bda712b80b58f4d\n',,
74,b'2022-06-26T11:44:47.989Z,2022-06-26T11:44:47.615Z,nu.web,page_view,article,6208420,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Meterik,NL,LI,Limburg,Europe/Amsterdam,5964,https://www.google.com/,Prinses Amalia dankbaar dat ze ondanks woningnood een kamer heeft gevonden | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/koningshuis/6208420/prinses-amalia-dankbaar-dat-ze-ondanks-woningnood-een-kamer-heeft-gevonden.html,web,search,Google,www.google.com,null,bcab252eac2b941e91175f70fb38f14a,"""""","""""",ffb1d1c92e7b887a6c2546c3bd7544cc,f2f1f0f72944abd0221af0707016852c\n',,
75,b'2022-06-26T11:26:17.473Z,2022-06-26T11:26:16.424Z,nu.web,page_view,article,6208676,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Rotterdam,NL,ZH,South Holland,Europe/Amsterdam,3071,https://www.nu.nl/net-binnen,Prinses Alexia viert zeventiende verjaardag | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/koningshuis/6208676/prinses-alexia-viert-zeventiende-verjaardag.html,web,internal,"""""",www.nu.nl,null,b32ec83c4f2156e377d129e4def4316b,"""""","""""",22d9457ee8a91f6e335d9b222942d09d,37dbce65fde2b3db8a9897534c22bdb9\n',,
76,b'2022-06-26T11:26:16.815Z,2022-06-26T11:26:20.405Z,nu.web,page_view,article,6208208,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Sittard,NL,LI,Limburg,Europe/Amsterdam,6136,https://www.nu.nl/,Boerenprotest in Stroe | Nieuwe coronagolf | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/nujij/6208208/boerenprotest-in-stroe-nieuwe-coronagolf.html,web,internal,"""""",www.nu.nl,null,ac23cfdbc0b31684294fcea386cbfbf1,"""""","""""",13ba1377f33134c1a32ac17a1f0690cc,fddcaf681b2bf8d585024b8ace3523a5\n',,
77,b'2022-06-26T14:48:47.964Z,2022-06-26T14:48:47.674Z,nu.web,page_view,article,6208677,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Rotterdam,NL,ZH,South Holland,Europe/Amsterdam,3083,https://www.nu.nl/,"""Kyiv onder vuur genomen met kruisraketten"," zeker zes gewonden en een dode | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/spanningen-oekraine/6208677/kyiv-onder-vuur-genomen-met-kruisraketten-zeker-zes-gewonden-en-een-dode.html,web,internal,"""""",www.nu.nl,null,565e2b26cb47e375d56c579181f7a2be,"""""","""""",83c9d3e8eadd4b2944852bfc45aec169,bfddcd0541398b42260aa06066b11db6\n',
78,b'2022-06-26T08:48:42.728Z,2022-06-26T08:48:42.707Z,nu.web,page_view,article,6208675,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Breda,NL,NB,North Brabant,Europe/Amsterdam,4816,https://www.nu.nl/,Chinese gekuifde naakthond Happy Face uitgeroepen tot lelijkste hond ter wereld | Dieren | NU.nl,www.nu.nl,/dieren/6208675/chinese-gekuifde-naakthond-happy-face-uitgeroepen-tot-lelijkste-hond-ter-wereld.html,web,internal,"""""",www.nu.nl,"""""",b8ff08d87ef8736d3aeeeb225d41435c,"""""","""""",a271da664eecb667670430e7ef42ce81,a26e82a7794dc953637d1abb5b1b10af\n',,
79,b'2022-06-26T11:26:15.586Z,2022-06-26T11:26:14.167Z,nu.web,page_view,article,6208678,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Tholen,NL,ZE,Zeeland,Europe/Amsterdam,4691,https://www.google.com/,"""VK", VS," Japan en Canada kondigen importverbod aan op Russisch goud | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/economie/6208678/vk-vs-japan-en-canada-kondigen-importverbod-aan-op-russisch-goud.html,web,search,Google,www.google.com,null,bf34d048b81bf91b4e48f482f2c63e05,"""""","""""",baaab6f5cb9ddd8bb50bad6f06edff4a,f5310c3d5465cfd25648ff6cd4bde70a\n'
80,b'2022-06-26T12:44:51.791Z,2022-06-26T12:44:51.873Z,nu.web,page_view,article,6208563,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Zierikzee,NL,ZE,Zeeland,Europe/Amsterdam,4301,https://news.google.com/,"""Flemming levert Fortuna bijna recordbedrag op"," tiende aanwinst voor Sparta | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/voetbal/6208563/flemming-levert-fortuna-bijna-recordbedrag-op-tiende-aanwinst-voor-sparta.html,web,search,Google News,news.google.com,null,7549c149a9373f3610be03271a700d8f,"""""","""""",56169acc4d403661a1780745f7d9e1e4,0403ca0fa47c9bea07a7e00e89ab2281\n',
81,b'2022-06-26T11:27:35.261Z,2022-06-26T11:27:33.744Z,nu.web,page_view,article,6207115,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amsterdam,NL,NH,North Holland,Europe/Amsterdam,1055,https://lm.facebook.com/,Fouten ontdekt in energienota\'s bij teruglevering zonnepanelen | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/wonen/6207115/fouten-ontdekt-in-energienotas-bij-teruglevering-zonnepanelen.html,web,social,Facebook,lm.facebook.com,null,1e9c99514ee3df5eb89e4ad671b660a3,"""""","""""",a461e488d47e308454903e9376d76a3c,f4db9ca13c0d184744c328195c8d1506\n',,
82,b'2022-06-26T08:49:43.989Z,2022-06-26T08:49:45.973Z,nu.web,page_view,article,6208671,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Rijswijk,NL,ZH,South Holland,Europe/Amsterdam,2286,https://www.nu.nl/,Zeer zeldzame bevroren babymammoet ontdekt in Canada | Wetenschap | NU.nl,www.nu.nl,/wetenschap/6208671/zeer-zeldzame-bevroren-babymammoet-ontdekt-in-canada.html,web,internal,"""""",www.nu.nl,"""""",73db4367bc5950577dd849f3caca2e46,"""""","""""",a83b5355520bab6fc18fce0d01072622,1c18519da35ab8e161633a4f1e5e420a\n',,
83,b'2022-06-26T12:50:15.886Z,2022-06-26T12:50:16.432Z,nu.web,page_view,article,6208314,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Hardenberg,NL,OV,Overijssel,Europe/Amsterdam,7772,https://lm.facebook.com/,Grootste bacterie ooit ontdekt: \'Als een mens ter grootte van Mount Everest\' | Wetenschap | NU.nl,www.nu.nl,/wetenschap/6208314/grootste-bacterie-ooit-ontdekt-als-een-mens-ter-grootte-van-mount-everest.html,web,social,Facebook,lm.facebook.com,"""""",d79d78cf8e0e32aa80f7c472b023458d,"""""","""""",aed13c87e1bf1246004c6758a84ed014,c896af7ee34a1e6472b14c7aee3f8e4b\n',,
84,b'2022-06-26T11:26:17.154Z,2022-06-26T11:26:19.663Z,nu.web,page_view,article,6208677,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amersfoort,NL,UT,Utrecht,Europe/Amsterdam,3813,https://www.nu.nl/algemeen,"""Kyiv onder vuur genomen met kruisraketten"," zeker vijf gewonden | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/spanningen-oekraine/6208677/kyiv-onder-vuur-genomen-met-kruisraketten-zeker-vijf-gewonden.html,web,internal,"""""",www.nu.nl,null,a9482be832464459d27da4d6ff9823a1,"""""","""""",183902bc4b4ff94f91a810f7cade1177,f647bb5cfc8af25f579705976ffc3cf4\n',
85,b'2022-06-26T08:48:42.380Z,2022-06-26T08:48:42.041Z,nu.web,page_view,article,6208684,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amsterdam,NL,NH,North Holland,Europe/Amsterdam,1012,"""""",Zeker zeventien doden bij \'bizar incident\' in Zuid-Afrikaanse kroeg | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/buitenland/6208684/zeker-zeventien-doden-bij-bizar-incident-in-zuid-afrikaanse-kroeg.html,web,"""""","""""","""""",null,b950ffe536be95e55314f5fd1e54e38d,"""""","""""",c35a5025c665081dedee847779c18b82,b112b4cf6ac325e44a726bbd3746d824\n',,
86,b'2022-06-26T14:48:49.296Z,2022-06-26T14:48:47.655Z,nu.web,page_view,article,6208222,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,De Bilt,NL,UT,Utrecht,Europe/Amsterdam,3731,https://www.samsung.com/,"""Tijdlijn gaswinning Groningen: Geheime stukken"," keiharde rapporten en veel zorgen | NU - Het laatste nieuws het eerst op NU.nl""",www.nu.nl,/politiek/6208222/tijdlijn-gaswinning-groningen-geheime-stukken-keiharde-rapporten-en-veel-zorgen.html,web,unknown,"""""",www.samsung.com,null,d1f27540c64c5672da51399dd3b9c02d,"""""","""""",3f42e81d2d8be8a769c05c27e995c79f,91a5a9e312464a72d93e4555df90f6a5\n',
87,b'2022-06-26T20:56:35.807Z,2022-06-26T20:56:33.973Z,nu.web,page_view,article,6208349,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Deventer,NL,OV,Overijssel,Europe/Amsterdam,7425,"""""",Dit verandert er op 1 juli voor je portemonnee,www.nu.nl,/components/comments/article/6208349,web,"""""","""""","""""",null,c92aea9af639a8a7428e4c965de77c9c,"""""","""""",719bd586d6d86b21f63471e8984a3dcd,9c0ad13641cd4e76ea1e4b59c2810b2b\n',,
88,b'2022-06-26T12:44:52.403Z,2022-06-26T12:44:52.158Z,nu.web,page_view,article,6208705,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Wijk bij Duurstede,NL,UT,Utrecht,Europe/Amsterdam,3962,https://lm.facebook.com/,Weekweerbericht: Hoge temperaturen en onweersbuien wisselen elkaar af | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/binnenland/6208705/weekweerbericht-hoge-temperaturen-en-onweersbuien-wisselen-elkaar-af.html,web,social,Facebook,lm.facebook.com,null,539e71623ad4799be592b68635673978,"""""","""""",35c984a0e26cc8cf58a160a51296973e,ce2fe614b64358b814d9b7efa8a29334\n',,
89,b'2022-06-26T18:09:30.609Z,2022-06-26T18:09:28.696Z,nu.web,page_view,article,6208709,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Amsterdam,NL,NH,North Holland,Europe/Amsterdam,1051,https://www.nu.nl/,Nederlanders gewond door val met gemotoriseerde driewieler in afgrond Itali\xc3\xab | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/buitenland/6208709/nederlanders-gewond-door-val-met-gemotoriseerde-driewieler-in-afgrond-italie.html,web,internal,"""""",www.nu.nl,null,33b560b6091cbcf755be5e4249e7a054,"""""","""""",e4dc1da4491844c36ee06c0188107fa6,90baf4dfb47a1a2b7741f34f65d366f2\n',,
90,b'2022-06-26T12:45:02.015Z,2022-06-26T12:45:01.740Z,nu.web,page_view,article,6205094,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Ysselsteyn,NL,LI,Limburg,Europe/Amsterdam,5813,https://www.nu.nl/,Verhuur Xavi Simons aan PSV schijnt dichtbij te zijn | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/voetbal/6205094/verhuur-xavi-simons-aan-psv-schijnt-dichtbij-te-zijn.html,web,internal,"""""",www.nu.nl,null,6822f4fa9ff8b5f7c588957b93d4f04f,"""""","""""",9f67ab52cff27c5b3616e1614bf7488f,f40791ea65509024e962212caf7c9387\n',,
91,b'2022-06-26T18:09:11.520Z,2022-06-26T18:09:11.412Z,nu.web,page_view,article,6208385,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Mill,NL,NB,North Brabant,Europe/Amsterdam,5451,https://www.nu.nl/,Boetes en een brute overval: wat speelt er rond de familie Gillis? | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/achterklap/6208385/boetes-en-een-brute-overval-wat-speelt-er-rond-de-familie-gillis.html,web,internal,"""""",www.nu.nl,null,null,"""""","""""",9067d7b0f8c63b8e06de9e6ca90489b5,be1fb932255a06e4cef810dbe17fdbc1\n',,
92,b'2022-06-26T11:44:49.024Z,2022-06-26T11:44:48.189Z,nu.web,page_view,article,6208208,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Anna Paulowna,NL,NH,North Holland,Europe/Amsterdam,1761,https://www.nu.nl/,Boerenprotest in Stroe | Nieuwe coronagolf | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/nujij/6208208/boerenprotest-in-stroe-nieuwe-coronagolf.html,web,internal,"""""",www.nu.nl,null,09a9a8bb3cea67bfcb7f5bb5db5ac638,"""""","""""",da76f5326cd3948f8231a9dbd423a75b,b33526c6b40d43fcbcded86f4abc7a20\n',,
93,b'2022-06-26T20:56:36.540Z,2022-06-26T20:56:36.133Z,nu.web,page_view,article,6208349,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Heerlen,NL,LI,Limburg,Europe/Amsterdam,6411,http://m.facebook.com/,Dit verandert er op 1 juli voor je portemonnee | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/geldzaken/6208349/dit-verandert-er-op-1-juli-voor-je-portemonnee.html,web,social,Facebook,m.facebook.com,null,1597d00cd3baf0a0f134918a90551a86,"""""","""""",a7b4e69f57011a1a422ce474ab3d1292,fc1b684f14e5fda47fb28accf5cd57cb\n',,
94,b'2022-06-26T09:13:37.395Z,2022-06-26T09:13:36.995Z,nu.web,page_view,article,6208432,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Bussum,NL,NH,North Holland,Europe/Amsterdam,1405,http://m.facebook.com/,Reisbureaus willen personeel op Schiphol laten werken tijdens zomermaanden | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/economie/6208432/reisbureaus-willen-personeel-op-schiphol-laten-werken-tijdens-zomermaanden.html,web,social,Facebook,m.facebook.com,null,null,"""""","""""",f90225daedc5881a6f4d607ed8c61923,09417e6dcfc644d22284bc87a022ec29\n',,
95,b'2022-06-26T18:09:11.851Z,2022-06-26T18:09:18.108Z,nu.web,page_view,article,6208727,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Broekland,NL,OV,Overijssel,Europe/Amsterdam,8107,https://www.nu.nl/,Van den Goorbergh (16) schrok van vele publiek bij TT: \'Normaal heb ik niets door\' | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/sport-overig/6208727/van-den-goorbergh-16-schrok-van-vele-publiek-bij-tt-normaal-heb-ik-niets-door.html,web,internal,"""""",www.nu.nl,null,cdf32e86c20ddaed13d9bec8d8bdd3c2,"""""","""""",74e11af10f84cbb988ac7fefbe5b42ee,249909ae6d194374870f721061d853ef\n',,
96,b'2022-06-26T18:09:30.376Z,2022-06-26T18:09:29.881Z,nu.web,page_view,article,6208717,functional|analytics|personalisation,Zwolle,NL,OV,Overijssel,Europe/Amsterdam,8031,https://lm.facebook.com/,Evi Hanssen geeft jawoord aan vriend en doet dansje bij het stadhuis | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/achterklap/6208717/evi-hanssen-geeft-jawoord-aan-vriend-en-doet-dansje-bij-het-stadhuis.html,web,social,Facebook,lm.facebook.com,null,917dc8d623dd6c71cd23397c077b5f93,"""""","""""",3329e24bbdee79d3dc9c6ab8bbd65de8,b471f536ac64592de2a4203de64b0540\n',,
97,b'2022-06-26T12:17:21.715Z,2022-06-26T12:17:20.653Z,nu.web,page_view,article,6208672,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Langerak,NL,ZH,South Holland,Europe/Amsterdam,2967,https://www.nu.nl/buitenland/6208684/zeker-zeventien-doden-bij-bizar-incident-in-zuid-afrikaanse-kroeg.html,Epstein-handlanger Ghislaine Maxwell onder zelfmoordtoezicht geplaatst in cel | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/buitenland/6208672/epstein-handlanger-ghislaine-maxwell-onder-zelfmoordtoezicht-geplaatst-in-cel.html,web,internal,"""""",www.nu.nl,null,1a5e086dd5e72c3ea8c59dd31383b5d9,"""""","""""",6cfea93bb42bd7f70b675ad069a90a40,64e40ac91197a54c84ebb500edce3f84\n',,
98,b'2022-06-26T08:48:44.089Z,2022-06-26T08:48:43.671Z,nu.web,page_view,article,6208227,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Hoofddorp,NL,NH,North Holland,Europe/Amsterdam,2131,http://m.facebook.com/,Vlees vergeten uit de vriezer te halen? Met deze hacks ontdooi je het alsnog snel | Eten en drinken | NU.nl,www.nu.nl,/eten-en-drinken/6208227/vlees-vergeten-uit-de-vriezer-te-halen-met-deze-hacks-ontdooi-je-het-alsnog-snel.html,web,social,Facebook,m.facebook.com,"""""",57ba1f50d744dedb630a7eb6cf9e9bfd,"""""","""""",8c673486effbe9955fb28cdc381ca444,667605531fe9159f762517e5b74838e7\n',,
99,b'2022-06-26T20:56:36.887Z,2022-06-26T20:56:36.608Z,nu.web,page_view,article,6208758,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Reynosa,MX,TAM,Tamaulipas,America/Matamoros,88780,https://www.nu.nl/,Van \'t End woedend om maatregel judobond bij weigeren partijen tegen Russen | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/sport-overig/6208758/van-t-end-woedend-om-maatregel-judobond-bij-weigeren-partijen-tegen-russen.html,web,internal,"""""",www.nu.nl,null,68d8e5501a222000b5283734ddf7c593,"""""","""""",54893c2087891eaf426b6bb7819b5427,695c4680d95f354c5daa125e4ecbd8eb\n',,
100,b'2022-06-26T14:50:05.656Z,2022-06-26T14:50:04.514Z,nu.web,page_view,article,6208522,functional|analytics|targeted_advertising|non-personalised_ads|personalisation|marketing|social_media|advertising_1|advertising_2|advertising_3|advertising_4|advertising_7|advertising_9|advertising_10,Oosterhout,NL,NB,North Brabant,Europe/Amsterdam,4901,https://www.nu.nl/,Concurrentie tussen werkgevers is groot: meer loon en extra vrije dagen | NU - Het laatste nieuws het eerst op NU.nl,www.nu.nl,/economie/6208522/concurrentie-tussen-werkgevers-is-groot-meer-loon-en-extra-vrije-dagen.html,web,internal,"""""",www.nu.nl,null,cd10fa8c774d8b36894b87af403fd73b,"""""","""""",777c270e3c714180e0fdd91d841376ce,bdaa36e1868e83922f81de1d0730be70\n',,
